elevation,mindate,maxdate,latitude,name,datacoverage,id,elevationUnit,longitude
320,2022-04-06,2023-10-27,44.07812,"JANESVILLE 3.0 S, MN US",0.2088,GHCND:US1MNWC0017,METERS,-93.6985
320.6,2023-04-14,2023-11-29,44.124286,"JANESVILLE 0.3 NNW, MN US",0.9925,GHCND:US1MNWC0018,METERS,-93.712227
411.5,2011-03-01,2012-03-22,46.39745,"VERNDALE 0.2 WNW, MN US",1,GHCND:US1MNWD0001,METERS,-95.01589
425.8,2011-04-01,2023-09-24,46.7569,"MENAHGA 0.7 N, MN US",0.783,GHCND:US1MNWD0002,METERS,-95.1021
385.3,2011-05-01,2015-08-29,46.425909,"STAPLES 5.5 NNW, MN US",0.9819,GHCND:US1MNWD0003,METERS,-94.862649
407.2,2013-04-01,2016-03-31,46.39045,"VERNDALE 2.3 WSW, MN US",0.9956,GHCND:US1MNWD0005,METERS,-95.06886
418.2,2015-08-01,2016-01-29,46.4853,"WADENA 3.3 NNW, MN US",0.9947,GHCND:US1MNWD0007,METERS,-95.1634
430.1,2022-04-26,2024-01-23,46.797508,"MENAHGA 3.1 N, MN US",0.9819,GHCND:US1MNWD0011,METERS,-95.113319
407.5,2022-08-12,2024-01-29,46.45092,"WADENA 1.0 NE, MN US",0.8657,GHCND:US1MNWD0012,METERS,-95.11951
428.9,2011-03-01,2018-01-18,46.746533,"MENAHGA 2.1 WSW, MN US",0.9993,GHCND:US1MNWD0980,METERS,-95.140517
304.2,2009-11-01,2020-04-28,44.917176,"WOODBURY 0.8 NNE, MN US",0.4417,GHCND:US1MNWG0001,METERS,-92.918972
246.9,2009-12-01,2015-12-29,44.823284,"COTTAGE GROVE 0.8 NW, MN US",1,GHCND:US1MNWG0002,METERS,-92.938873
290.5,2010-03-01,2019-10-01,44.84784854,"AFTON 4.0 S, MN US",0.9858,GHCND:US1MNWG0004,METERS,-92.80260671
270.1,2009-12-01,2016-08-11,44.94168,"WOODBURY 3.8 NE, MN US",0.9315,GHCND:US1MNWG0005,METERS,-92.86288
310.6,2010-02-01,2016-12-30,45.24576,"MARINE ON SAINT CROIX 3.7 NNW, MN US",1,GHCND:US1MNWG0006,METERS,-92.81269
296.6,2010-07-01,2024-01-30,45.0361,"PINE SPRINGS 0.1 SSE, MN US",0.9417,GHCND:US1MNWG0008,METERS,-92.954
261.5,2010-03-01,2023-10-27,45.056147,"STILLWATER 0.2 E, MN US",0.998,GHCND:US1MNWG0009,METERS,-92.824306
273.1,2010-05-01,2013-07-08,45.241229,"FOREST LAKE 2.8 SSW, MN US",0.9997,GHCND:US1MNWG0011,METERS,-93.008518
285.9,2011-09-01,2017-07-05,45.045003,"STILLWATER 1.7 WSW, MN US",0.9819,GHCND:US1MNWG0012,METERS,-92.8579
301.8,2011-04-01,2021-09-30,45.031827,"LAKE ELMO 2.7 NNW, MN US",0.636,GHCND:US1MNWG0014,METERS,-92.91646
239,2011-03-01,2018-05-17,44.846468,"SAINT PAUL PARK 0.7 NNE, MN US",0.6423,GHCND:US1MNWG0015,METERS,-92.990865
298.7,2011-04-01,2024-01-30,44.93054,"WOODBURY 1.7 N, MN US",0.9996,GHCND:US1MNWG0016,METERS,-92.92486
299.3,2011-04-01,2011-10-14,45.202207,"MARINE ON SAINT CROIX 4.9 W, MN US",0.9956,GHCND:US1MNWG0017,METERS,-92.881381
285,2011-04-01,2023-10-10,44.999111,"LAKE ELMO 1.1 ENE, MN US",0.5997,GHCND:US1MNWG0018,METERS,-92.882124
294.1,2011-04-01,2023-10-10,45.024204,"PINE SPRINGS 1.0 SSW, MN US",0.636,GHCND:US1MNWG0019,METERS,-92.965607
263.7,2011-05-01,2024-01-30,45.070702,"STILLWATER 1.4 NE, MN US",0.9993,GHCND:US1MNWG0020,METERS,-92.808458
282.9,2011-04-01,2011-10-31,45.017072,"LAKE ELMO 2.7 NW 81, MN US",0.9956,GHCND:US1MNWG0021,METERS,-92.947765
299,2011-04-01,2014-09-30,44.957729,"OAKDALE 2.3 SSW 151, MN US",0.5949,GHCND:US1MNWG0022,METERS,-92.984153
294.1,2011-04-01,2013-10-31,44.947228,"WOODBURY 4.0 NW 122, MN US",0.5153,GHCND:US1MNWG0023,METERS,-92.978335
303.9,2011-10-13,2024-01-25,45.048257,"MAHTOMEDI 1.0 SSW, MN US",0.0461,GHCND:US1MNWG0024,METERS,-92.971044
284.7,2012-05-01,2019-05-09,45.167391,"HUGO 1.0 W, MN US",0.6157,GHCND:US1MNWG0027,METERS,-92.978816
250.2,2012-05-01,2015-10-02,44.8258972167969,"COTTAGE GROVE 2.3 WNW, MN US",1,GHCND:US1MNWG0028,METERS,-92.971076965332
278.3,2013-01-01,2023-11-09,44.8382148742676,"COTTAGE GROVE 1.6 NNW, MN US",1,GHCND:US1MNWG0033,METERS,-92.9358520507813
291.4,2013-10-01,2024-01-20,45.03093,"OAK PARK HEIGHTS 2.4 W, MN US",1,GHCND:US1MNWG0035,METERS,-92.842
274.6,2014-04-01,2018-05-25,45.2401085,"FOREST LAKE 2.5 WSW, MN US",0.9442,GHCND:US1MNWG0038,METERS,-93.0054855
256.9,2014-04-01,2024-01-11,44.92365,"AFTON 1.8 NE, MN US",0.7078,GHCND:US1MNWG0040,METERS,-92.792058
298.4,2014-09-01,2020-07-18,44.874514,"WOODBURY 3.2 SW, MN US",0.1406,GHCND:US1MNWG0042,METERS,-92.97129
281,2015-02-01,2020-06-02,44.839378,"COTTAGE GROVE 1.6 N, MN US",1,GHCND:US1MNWG0043,METERS,-92.928032
274.9,2015-04-13,2016-07-15,44.837006,"COTTAGE GROVE 1.5 NNE, MN US",0.3196,GHCND:US1MNWG0045,METERS,-92.920512
314.6,2015-04-01,2021-10-04,44.9741477966309,"STILLWATER 5.7 S, MN US",0.998,GHCND:US1MNWG0046,METERS,-92.8185958862305
246,2016-03-30,2024-01-30,44.899959,"AFTON 1.6 E, MN US",0.7335,GHCND:US1MNWG0047,METERS,-92.785845
309.1,2016-09-08,2024-01-30,44.9073905944824,"WOODBURY 0.3 WNW, MN US",0.8934,GHCND:US1MNWG0051,METERS,-92.9284744262695
235,2016-12-15,2024-01-13,44.844012,"ST PAUL PARK 0.6 NNE, MN US",0.7185,GHCND:US1MNWG0052,METERS,-92.992399
250.9,2017-03-22,2023-09-28,44.830997467041,"COTTAGE GROVE 1.7 NW, MN US",0.33,GHCND:US1MNWG0053,METERS,-92.9541244506836
319.1,2017-04-30,2019-11-27,44.90853,"WOODBURY 0.6 WNW, MN US",0.9819,GHCND:US1MNWG0056,METERS,-92.93472
283.2,2015-07-28,2024-01-29,45.105154,"DELLWOOD 0.5 NNW, MN US",0.9127,GHCND:US1MNWG0058,METERS,-92.972897
267.6,2018-06-01,2019-10-03,45.247547,"SCANDIA 2.8 E, MN US",0.6875,GHCND:US1MNWG0060,METERS,-92.770003
276.5,2018-05-25,2023-11-22,45.27318,"FOREST LAKE 1.4 N, MN US",0.4359,GHCND:US1MNWG0062,METERS,-92.95328
258.5,2018-04-04,2023-10-14,45.0119919,"BAYPORT 0.5 SW, MN US",0.0876,GHCND:US1MNWG0063,METERS,-92.7917715
306.6,2018-08-01,2024-01-29,45.04298,"MAHTOMEDI 1.3 S, MN US",0.7261,GHCND:US1MNWG0066,METERS,-92.965671
324.3,2019-05-14,2024-01-30,44.98208,"OAKDALE 0.4 S, MN US",0.9993,GHCND:US1MNWG0074,METERS,-92.9651
321.3,2019-04-01,2021-11-11,44.97441,"OAKDALE 0.9 SSE, MN US",0.4692,GHCND:US1MNWG0075,METERS,-92.95999
290.5,2020-03-22,2023-12-26,45.115415,"STILLWATER 4.2 NNE, MN US",0.8383,GHCND:US1MNWG0079,METERS,-92.806866
282.5,2020-04-08,2024-01-30,45.0485151,"STILLWATER 0.8 SW, MN US",1,GHCND:US1MNWG0080,METERS,-92.839234
218.2,2020-05-23,2023-08-23,44.923963,"LAKELAND 1.8 S, MN US",0.5732,GHCND:US1MNWG0081,METERS,-92.766482
292.9,2020-05-26,2022-08-19,45.0702805,"MAHTOMEDI 0.8 NE, MN US",0.6617,GHCND:US1MNWG0082,METERS,-92.9558175
318.5,2020-06-07,2021-12-03,44.92671,"WOODBURY 1.8 NW, MN US",0.6202,GHCND:US1MNWG0083,METERS,-92.94287
263.3,2020-04-23,2023-10-30,44.979219,"STILLWATER 5.7 SSE, MN US",0.4627,GHCND:US1MNWG0086,METERS,-92.7868835
302.1,2020-04-16,2024-01-30,44.9093,"WOODBURY 0.3 NNW, MN US",0.9285,GHCND:US1MNWG0088,METERS,-92.92522
278.9,2020-04-29,2024-01-13,44.880437,"WOODBURY 1.8 SSE, MN US",0.9819,GHCND:US1MNWG0091,METERS,-92.911206
313.9,2020-07-10,2023-12-19,44.954262,"OAKDALE 2.4 SSE, MN US",0.8816,GHCND:US1MNWG0093,METERS,-92.95237
270.4,2021-04-14,2023-10-13,45.131027,"STILLWATER 6.1 NNE, MN US",0.1106,GHCND:US1MNWG0096,METERS,-92.7596788
296.9,2021-03-17,2024-01-30,45.029849,"OAK PARK HEIGHTS 0.7 WSW, MN US",1,GHCND:US1MNWG0098,METERS,-92.823065
295.7,2021-03-31,2022-08-08,45.2546864,"FOREST LAKE 0.6 W, MN US",0.7863,GHCND:US1MNWG0100,METERS,-92.9704935
273.4,2021-03-26,2024-01-13,45.051782,"STILLWATER 1.1 WSW, MN US",0.459,GHCND:US1MNWG0104,METERS,-92.849147
274.6,2021-04-01,2022-12-20,45.074171,"STILLWATER 1.5 NW, MN US",0.998,GHCND:US1MNWG0106,METERS,-92.84606
278.9,2021-04-05,2023-10-29,44.859179,"COTTAGE GROVE 3.1 NNE, MN US",0.3988,GHCND:US1MNWG0108,METERS,-92.912404
301.8,2021-04-06,2024-01-20,45.0594224,"MAHTOMEDI 0.6 ESE, MN US",0.8127,GHCND:US1MNWG0112,METERS,-92.954521
289.6,2002-04-26,2024-01-24,45.22421,"FOREST LAKE 2.9 SE, MN US",0.9199,GHCND:US1MNWG0120,METERS,-92.91683
262.1,2019-06-22,2024-01-18,45.04164,"OAK PARK HEIGHTS 0.8 NE, MN US",0.6675,GHCND:US1MNWG0124,METERS,-92.79905
216.1,2022-04-10,2024-01-30,45.0157612206068,"BAYPORT 0.2 ESE, MN US",0.9497,GHCND:US1MNWG0131,METERS,-92.7798168271697
299.3,2022-04-06,2024-01-05,44.898474,"AFTON 0.4 SSE, MN US",0.6834,GHCND:US1MNWG0132,METERS,-92.814645
302.1,2022-03-24,2022-11-11,44.8942276,"WOODBURY 1.7 WSW, MN US",0.998,GHCND:US1MNWG0133,METERS,-92.9544341
313,2022-04-10,2023-10-28,44.9311494,"WOODBURY 2.2 NW, MN US",0.5379,GHCND:US1MNWG0135,METERS,-92.9495591
276.5,2022-04-01,2024-01-28,45.04685,"STILLWATER 1.0 SE, MN US",0.8391,GHCND:US1MNWG0136,METERS,-92.81395
294.1,2022-05-01,2023-11-14,44.9439250238716,"WOODBURY 2.7 N, MN US",0.7478,GHCND:US1MNWG0138,METERS,-92.9159134596538
268.2,2022-04-13,2023-10-27,45.038567,"OAK PARK HEIGHTS 0.7 NE, MN US",0.5577,GHCND:US1MNWG0139,METERS,-92.799336
247.2,2022-05-01,2023-10-31,44.8198,"COTTAGE GROVE 0.3 NNE, MN US",0.5792,GHCND:US1MNWG0140,METERS,-92.925
257.9,2022-05-06,2023-11-19,45.153105,"STILLWATER 7.4 NNE, MN US",0.499,GHCND:US1MNWG0141,METERS,-92.76447
298.7,2022-06-19,2024-01-13,45.128735,"HUGO 3.1 SSE, MN US",0.2282,GHCND:US1MNWG0143,METERS,-92.924825
279.5,2022-08-23,2023-11-26,44.997114,"LAKE ELMO 1.8 E, MN US",1,GHCND:US1MNWG0144,METERS,-92.865553
290.2,2020-07-21,2024-01-30,45.1615311,"HUGO 1.1 WSW, MN US",0.9947,GHCND:US1MNWG0157,METERS,-92.9808928
238,2023-04-12,2023-10-31,44.826375,"SAINT PAUL PARK 0.8 SSE, MN US",1,GHCND:US1MNWG0158,METERS,-92.985981
296.9,2023-03-25,2023-12-30,45.1805,"MARINE ON SAINT CROIX 3.5 WSW, MN US",0.8316,GHCND:US1MNWG0160,METERS,-92.847
291.1,2023-03-13,2024-01-29,45.195,"MARINE ON SAINT CROIX 3.3 W, MN US",0.8271,GHCND:US1MNWG0163,METERS,-92.848
290.5,2020-05-04,2024-01-30,44.87457,"WOODBURY 3.3 SW, MN US",0.5514,GHCND:US1MNWG0168,METERS,-92.97415
286.8,2010-03-01,2011-10-03,46.436566,"KENT 0.2 SW, MN US",0.998,GHCND:US1MNWK0001,METERS,-96.684669
299.3,2011-01-01,2016-02-19,46.095231,"CAMPBELL 0.2 SSW, MN US",0.468,GHCND:US1MNWK0002,METERS,-96.406357
293.2,2011-05-01,2015-05-15,46.2784936,"BRECKENRIDGE 0.9 NNW, MN US",1,GHCND:US1MNWK0003,METERS,-96.592854
285.3,2018-05-24,2024-01-30,46.5692,"WOLVERTON 1.1 ENE, MN US",0.9847,GHCND:US1MNWK0005,METERS,-96.7154
205.4,2010-11-01,2019-10-22,44.017142,"WINONA 3.8 SE, MN US",0.9848,GHCND:US1MNWN0002,METERS,-91.609815
372.2,2011-03-01,2024-01-13,43.98583333,"LEWISTON 0.2 NW, MN US",0.9993,GHCND:US1MNWN0003,METERS,-91.87194444
255.7,2010-04-01,2012-10-26,44.115016,"ROLLINGSTONE 1.8 NW, MN US",0.5153,GHCND:US1MNWN0004,METERS,-91.847341
226.2,2011-03-01,2023-10-28,44.030285,"WINONA 5.1 WSW, MN US",0.6717,GHCND:US1MNWN0005,METERS,-91.768403
229.8,2010-07-01,2023-11-16,44.025866,"STOCKTON 0.1 SSE, MN US",0.6229,GHCND:US1MNWN0006,METERS,-91.768966
288,2011-04-01,2015-08-30,43.89335,"RUSHFORD 6.3 NNE, MN US",0.8675,GHCND:US1MNWN0007,METERS,-91.693282
209.1,2017-03-29,2021-07-08,44.0825,"MINNESOTA CITY 1.1 SE, MN US",0.6834,GHCND:US1MNWN0009,METERS,-91.7338
361.5,2017-10-22,2022-06-16,44.033756,"WINONA 1.3 SSW, MN US",0.8405,GHCND:US1MNWN0011,METERS,-91.679534
206.3,2019-05-16,2023-10-27,43.989062,"WINONA 12.0 ESE, MN US",0.9819,GHCND:US1MNWN0013,METERS,-91.442944
243.2,2020-06-01,2023-08-11,44.0282907,"STOCKTON 1.2 W, MN US",0.7706,GHCND:US1MNWN0019,METERS,-91.7933494
200.9,2021-05-12,2024-01-30,44.04219,"WINONA 2.0 ESE, MN US",0.8696,GHCND:US1MNWN0021,METERS,-91.63064
200.3,2021-05-27,2024-01-29,44.043389,"WINONA 1.9 ESE, MN US",0.7587,GHCND:US1MNWN0023,METERS,-91.633245
265.2,2021-06-24,2024-01-30,43.87973,"LA CRESCENT 4.0 NNW, MN US",0.919,GHCND:US1MNWN0024,METERS,-91.340246
365.8,2022-04-01,2023-10-26,44.1784338,"MINNEISKA 1.1 SW, MN US",0.5166,GHCND:US1MNWN0026,METERS,-91.8831737
343.8,2022-05-26,2023-11-21,43.9697821,"SAINT CHARLES 0.4 W, MN US",0.998,GHCND:US1MNWN0029,METERS,-92.0666455
258.8,2023-04-01,2024-01-30,43.9979,"WINONA 6.9 ESE, MN US",0.9607,GHCND:US1MNWN0033,METERS,-91.5513
299.3,2010-01-01,2012-05-24,45.096944,"ROCKFORD 1.2 WNW, MN US",0.8408,GHCND:US1MNWR0006,METERS,-93.763611
292.3,2010-04-01,2024-01-30,45.201224,"SAINT MICHAEL 1.3 E, MN US",0.9998,GHCND:US1MNWR0008,METERS,-93.665851
292.9,2011-05-01,2018-10-31,45.23944,"ALBERTVILLE 0.3 NW, MN US",0.6291,GHCND:US1MNWR0011,METERS,-93.666874
285,2011-04-01,2015-11-19,45.044727,"MONTROSE 1.6 SSE, MN US",0.7319,GHCND:US1MNWR0013,METERS,-93.910654
281,2011-04-01,2022-10-31,45.339169,"MONTICELLO 6.4 ENE 45, MN US",0.6178,GHCND:US1MNWR0015,METERS,-93.680585
318.2,2012-04-01,2024-01-28,45.1031455993652,"ROCKFORD 1.0 NE, MN US",1,GHCND:US1MNWR0019,METERS,-93.7336807250977
319.1,2012-04-01,2024-01-17,45.228966,"MAPLE LAKE 0.5 SE, MN US",0.7956,GHCND:US1MNWR0020,METERS,-93.99852
863.5,2014-06-01,2024-01-27,45.208202,"SAINT MICHAEL 2.0 ENE, MN US",0.9994,GHCND:US1MNWR0025,METERS,-93.652833
307.2,2015-05-01,2024-01-30,45.1840667724609,"BUFFALO 0.5 NW, MN US",0.9965,GHCND:US1MNWR0029,METERS,-93.8718032836914
301.1,2016-03-21,2023-10-27,45.175283,"SAINT MICHAEL 2.7 SW, MN US",0.157,GHCND:US1MNWR0031,METERS,-93.733767
294.4,2016-12-08,2024-01-26,45.253598,"OTSEGO 2.1 WSW, MN US",0.551,GHCND:US1MNWR0035,METERS,-93.659205
292,2016-12-17,2023-12-16,45.3704071044922,"CLEARWATER 5.0 SE, MN US",0.0571,GHCND:US1MNWR0036,METERS,-93.9872665405273
318.2,2017-03-29,2023-10-27,45.206684,"BUFFALO 2.4 NE, MN US",0.3548,GHCND:US1MNWR0037,METERS,-93.833246
296.6,2017-01-01,2019-01-24,45.3241,"MONTICELLO 4.8 WNW, MN US",1,GHCND:US1MNWR0038,METERS,-93.8913
309.7,2017-03-21,2023-01-22,45.34795,"CLEARWATER 5.4 SSE, MN US",0.9996,GHCND:US1MNWR0040,METERS,-94.03374
293.2,2017-04-10,2024-01-11,45.216885,"SAINT MICHAEL 1.3 NNE, MN US",0.5126,GHCND:US1MNWR0041,METERS,-93.677629
313.6,2017-04-20,2024-01-08,45.07454,"HOWARD LAKE 1.2 NW, MN US",0.5584,GHCND:US1MNWR0042,METERS,-94.0812
308.5,2018-05-25,2023-07-26,45.306618,"MAPLE LAKE 5.2 NNE, MN US",0.42,GHCND:US1MNWR0047,METERS,-93.980578
298.4,2018-06-01,2023-10-28,45.167,"SAINT MICHAEL 2.5 SSW, MN US",0.598,GHCND:US1MNWR0048,METERS,-93.7053
309.4,2019-05-09,2023-11-04,45.33461,"MAPLE LAKE 7.0 N, MN US",0.5527,GHCND:US1MNWR0052,METERS,-94.01536
311.8,2019-07-20,2023-10-28,45.071545,"COKATO 0.6 SE, MN US",0.9819,GHCND:US1MNWR0056,METERS,-94.179125
284.4,2021-03-26,2023-10-27,45.29564,"OTSEGO 3.4 NW, MN US",0.4662,GHCND:US1MNWR0064,METERS,-93.67485
267.6,2020-04-11,2021-06-30,45.27422,"OTSEGO 1.8 ENE, MN US",0.9992,GHCND:US1MNWR0065,METERS,-93.58412
268.2,2020-04-13,2023-10-30,45.27222222,"OTSEGO 2.2 E, MN US",0.5934,GHCND:US1MNWR0067,METERS,-93.575
314.6,2019-09-02,2023-07-06,45.28013,"ANNANDALE 3.2 ENE, MN US",0.9479,GHCND:US1MNWR0068,METERS,-94.06033
323.7,2020-04-23,2023-11-25,45.255844,"ANNANDALE 1.9 W, MN US",0.7271,GHCND:US1MNWR0069,METERS,-94.158812
306,2020-07-29,2023-12-31,45.286252,"MAPLE LAKE 4.3 NNE, MN US",0.8799,GHCND:US1MNWR0073,METERS,-93.958551
289.6,2020-12-01,2024-01-28,45.251679,"ALBERTVILLE 1.2 NNE, MN US",0.4996,GHCND:US1MNWR0074,METERS,-93.65106
293.2,2020-04-08,2024-01-12,45.1054,"BUFFALO 7.7 SE, MN US",0.3792,GHCND:US1MNWR0079,METERS,-93.74738
297.2,2020-05-30,2022-05-08,45.1236,"GREENFIELD 2.1 NW, MN US",0.9925,GHCND:US1MNWR0082,METERS,-93.7146
289.9,2021-04-01,2024-01-24,45.294013393907,"OTSEGO 3.8 WNW, MN US",0.3532,GHCND:US1MNWR0084,METERS,-93.6873182766079
283.2,2021-06-07,2023-12-28,45.22835,"SAINT MICHAEL 4.6 ENE, MN US",1,GHCND:US1MNWR0086,METERS,-93.60511
307.8,2021-07-01,2024-01-09,45.094429,"ROCKFORD 0.6 NE, MN US",0.8696,GHCND:US1MNWR0089,METERS,-93.734494
301.4,2022-04-11,2023-10-31,45.172896,"MAPLE LAKE 4.2 S, MN US",0.9947,GHCND:US1MNWR0094,METERS,-94.01856
305.4,2022-07-01,2024-01-30,45.1590095,"BUFFALO 4.1 WSW, MN US",0.899,GHCND:US1MNWR0102,METERS,-93.9429755
298.7,2022-09-12,2023-10-27,45.152713,"BUFFALO 1.9 SSW, MN US",0.9819,GHCND:US1MNWR0104,METERS,-93.875815
267.9,2023-04-11,2023-10-27,45.2873542,"OTSEGO 2.1 NE, MN US",0.9925,GHCND:US1MNWR0105,METERS,-93.5891855
301.1,2023-04-13,2024-01-29,45.181407,"SAINT MICHAEL 1.7 SW, MN US",0.9925,GHCND:US1MNWR0114,METERS,-93.712478
282.5,2023-04-08,2024-01-05,45.2283993,"SAINT MICHAEL 6.7 ENE, MN US",0.8681,GHCND:US1MNWR0122,METERS,-93.5606785
267.3,2023-04-28,2024-01-28,45.2250893,"SAINT MICHAEL 6.3 ENE, MN US",0.9058,GHCND:US1MNWR0124,METERS,-93.5664827
314.9,2017-03-24,2023-10-27,44.095642,"SAINT JAMES 7.8 N, MN US",0.1623,GHCND:US1MNWW0004,METERS,-94.601831
330.7,2017-03-30,2023-10-27,43.977416,"SAINT JAMES 0.5 SSW, MN US",0.4848,GHCND:US1MNWW0005,METERS,-94.630089
329.2,2018-11-01,2023-10-25,43.990925,"SAINT JAMES 0.6 NNW, MN US",0.3555,GHCND:US1MNWW0006,METERS,-94.631735
364.8,2019-04-27,2023-10-14,43.896357,"BUTTERFIELD 5.0 SSE, MN US",0.3707,GHCND:US1MNWW0008,METERS,-94.741449
329.2,2020-03-01,2023-11-11,43.9907,"SAINT JAMES 0.7 NW, MN US",0.9947,GHCND:US1MNWW0009,METERS,-94.6336
331.9,2022-03-09,2023-10-29,44.07704,"BUTTERFIELD 8.3 N, MN US",0.998,GHCND:US1MNWW0011,METERS,-94.7729
316.7,2015-04-19,2023-12-16,44.8431424051523,"CLARKFIELD 4.7 NE, MN US",0.121,GHCND:US1MNYM0003,METERS,-95.7466696947813
314.9,2015-07-18,2023-10-27,44.8933258056641,"MONTEVIDEO 4.0 S, MN US",0.4481,GHCND:US1MNYM0004,METERS,-95.7124557495117
328,2016-05-09,2017-10-30,44.7862547636032,"BOYD 5.6 SW, MN US",0.9947,GHCND:US1MNYM0005,METERS,-95.9704296290874
376.1,2017-05-13,2022-06-17,44.713081,"CANBY 0.6 W, MN US",0.1912,GHCND:US1MNYM0006,METERS,-96.280741
341.7,2021-04-07,2024-01-30,44.7181073,"SAINT LEO 0.1 N, MN US",0.6288,GHCND:US1MNYM0010,METERS,-96.0527442
324,2022-04-13,2024-01-30,44.649821,"WOOD LAKE 0.3 WSW, MN US",0.9972,GHCND:US1MNYM0011,METERS,-95.541359
276.5,1893-01-01,2024-02-01,47.2991,"ADA, MN US",1,GHCND:USC00210018,METERS,-96.5161
348.1,1957-04-01,2024-01-31,48.3005,"AGASSIZ REFUGE, MN US",1,GHCND:USC00210050,METERS,-95.9816
370.3,1940-06-01,2022-07-31,46.5257,"AITKIN 2 E, MN US",1,GHCND:USC00210059,METERS,-93.6674
374.9,1893-01-01,2024-02-02,43.6064,"ALBERT LEA 3 SE, MN US",1,GHCND:USC00210075,METERS,-93.3019
374.9,1948-08-01,1951-09-29,43.66667,"ALBERT LEA 3 E, MN US",0.9742,GHCND:USC00210080,METERS,-93.3
402.9,1948-08-01,1952-11-20,46.96667,"ALBORN, MN US",0.5768,GHCND:USC00210096,METERS,-92.58333
431.3,2016-03-17,2023-10-30,45.87833,"ALEXANDRIA, MN US",0.9991,GHCND:USC00210110,METERS,-95.38287
426.7,2011-03-01,2013-03-29,45.8966,"ALEXANDRIA WATER TREATMENT PLANT, MN US",0.0799,GHCND:USC00210116,METERS,-95.3657
454.2,1948-08-01,1952-11-20,47.53333,"ALLEN JUNCTION, MN US",0.6153,GHCND:USC00210128,METERS,-92.11667
198.4,1893-01-01,1893-08-31,44.08333,"ALMA CITY, MN US",1,GHCND:USC00210137,METERS,-93.75
263.7,2003-08-01,2024-01-31,44.0634,"ALTURA 5 W, MN US",1,GHCND:USC00210146,METERS,-92.0398
313.9,1905-03-01,2019-01-22,43.8835,"AMBOY, MN US",1,GHCND:USC00210157,METERS,-94.1665
274,2007-06-01,2024-01-14,45.2534,"ANDOVER 1 N, MN US",1,GHCND:USC00210190,METERS,-93.2927
264.9,1902-04-01,1975-12-31,48.1,"ANGUS 1 N, MN US",0.9808,GHCND:USC00210195,METERS,-96.7
258.2,1890-02-01,2019-08-07,48.3311,"ARGYLE, MN US",1,GHCND:USC00210252,METERS,-96.8252
334.7,1917-04-01,2024-02-02,45.38564,"ARTICHOKE LAKE 1 E, MN US",1,GHCND:USC00210287,METERS,-96.12578
394.1,1899-05-01,1906-10-31,46.25,"ASHBY, MN US",0.9776,GHCND:USC00210317,METERS,-95.766667
365.5,1937-04-01,2024-02-02,43.6542,"AUSTIN WASTE WATER TREATMENT FACILITY, MN US",1,GHCND:USC00210355,METERS,-92.9739
451.4,1999-06-01,2022-01-04,47.7121,"BABBITT, MN US",1,GHCND:USC00210387,METERS,-91.9533
492.3,1938-04-01,1986-07-31,47.68333,"BABBITT 2 SE, MN US",0.9862,GHCND:USC00210390,METERS,-91.91667
333.5,1908-12-01,2024-02-02,48.7095,"BAUDETTE, MN US",1,GHCND:USC00210515,METERS,-94.5853
359.7,1963-01-01,1990-02-28,48.41667,"BAUDETTE 21 SSE, MN US",0.9084,GHCND:USC00210520,METERS,-94.56667
331.9,1893-05-01,1973-05-31,45.55,"BEARDSLEY, MN US",0.9448,GHCND:USC00210541,METERS,-96.71667
365.8,1900-10-01,1912-05-31,47.33333,"BEAULIEU, MN US",0.9986,GHCND:USC00210546,METERS,-95.76667
220.1,1936-11-01,1989-09-30,44.15,"BEAVER, MN US",0.9701,GHCND:USC00210559,METERS,-92.01667
192,2005-01-01,2015-04-01,47.20028,"BEAVER BAY 5 SW, MN US",1,GHCND:USC00210564,METERS,-91.36722
243.8,1893-09-01,1942-04-30,44.63333,"BELLE PLAINE, MN US",1,GHCND:USC00210628,METERS,-93.76667
414.5,1896-02-01,2024-02-03,47.5353,"BEMIDJI, MN US",1,GHCND:USC00210643,METERS,-94.8268
313.9,1952-01-01,2024-02-02,45.3167,"BENSON, MN US",1,GHCND:USC00210667,METERS,-95.6166
371.9,1930-07-01,2024-01-31,48.1969,"BIG FALLS, MN US",1,GHCND:USC00210746,METERS,-93.7994
430.1,1926-01-01,1980-07-31,47.7,"BIGFORK 5 ESE, MN US",0.5996,GHCND:USC00210754,METERS,-93.55
433.7,1893-01-01,1898-08-31,43.91667,"BINGHAM LAKE, MN US",0.8091,GHCND:USC00210768,METERS,-95.05
331.9,1893-01-01,1976-05-31,44.76667,"BIRD ISLAND, MN US",0.9961,GHCND:USC00210783,METERS,-94.9
326.1,2011-09-01,2024-02-02,44.66489,"BIRD ISLAND 7 SSE, MN US",0.9857,GHCND:USC00210784,METERS,-94.85456
427,1907-02-01,1953-07-31,47.71667,"BLACKDDCK RANGER STATION, MN US",0.3567,GHCND:USC00210803,METERS,-94.56667
408.4,1989-01-01,2019-12-31,47.6713,"BLACKDUCK, MN US",1,GHCND:USC00210809,METERS,-94.5175
223.7,1940-05-01,1941-05-31,44.6,"BLAKELEY, MN US",0.9992,GHCND:USC00210811,METERS,-93.866667
328.9,1948-08-01,1985-12-31,45.86667,"BLANCHARD POWER STATION, MN US",0.9911,GHCND:USC00210826,METERS,-94.35
392,1893-01-01,1904-10-31,43.91667,"BLOOMING PRAIRIE, MN US",0.965,GHCND:USC00210839,METERS,-93.05
